,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
2598,720068876,Touchgrind Skate 2,168042496,USD,4.99,2816,15,4.5,4.5,1.5,4+,Games,37,5,9,1
2601,720208070,Block Fortress: War,451338240,USD,1.99,1889,804,4.5,4.5,1.2.4,12+,Games,43,5,1,1
2603,720725216,Blocky Roads,51849216,USD,0.99,3282,3,4.5,4.5,1.2.3,4+,Games,37,5,26,1
2607,721639879,Trial Xtreme 4,936401920,USD,0.0,3403,2,4.0,3.0,1.97,4+,Games,40,5,1,1
2620,725222149,Battle Supremacy,1079500800,USD,4.99,3124,319,4.0,4.0,1.3.0,12+,Games,38,5,10,1
2623,726147252,Sunday Lawn Seasons,15258624,USD,0.99,1420,173,4.5,4.5,1.04.1,4+,Games,40,3,1,1
2628,727466621,THE KING OF FIGHTERS '97,106971136,USD,2.99,681,560,4.5,4.5,1.1,12+,Games,43,5,2,1
2642,730919094,Double Dragon Trilogy,133456896,USD,2.99,427,73,4.0,4.0,1.2,12+,Games,39,5,2,1
2657,735752897,Beat the Boss 3 (17+),344064000,USD,0.99,507,90,4.5,4.0,2.0.0,17+,Games,40,5,15,1
2666,737006024,LEGO® Marvel Super Heroes: Universe in Peril,1265238016,USD,4.99,1784,884,4.0,4.0,1.4,9+,Games,38,5,1,1
2675,740602894,Detective Grimoire,168226816,USD,1.99,439,382,4.5,4.5,1.0.2,9+,Games,43,5,1,1
2689,744769918,MONSTER HUNTER FREEDOM UNITE for iOS,1219313664,USD,14.99,2170,87,4.5,4.5,1.00.11,12+,Games,36,5,5,1
2697,748048441,Alpha Omega,180259840,USD,0.0,2892,59,4.5,4.5,3.1.1,4+,Games,37,5,1,1
2723,758453889,AJ Jump: Animal Jam Kangaroos!,160192512,USD,1.99,834,65,4.5,3.5,1.6,4+,Games,40,5,1,1
2725,760295036,Weaphones: Firearms Simulator Volume 2,35201024,USD,2.99,481,264,4.5,4.5,1.3.0,12+,Games,43,5,16,1
2731,762630884,"Blokus™ – Attack, Block & Defend!",108665856,USD,1.99,423,36,3.5,3.0,1.2.0,4+,Games,37,5,31,1
2760,770177884,Microtrip,32567296,USD,0.0,1551,797,4.5,4.5,1.5.1,4+,Games,38,5,1,1
2768,771989093,LEGO® Friends,766447616,USD,4.99,400,316,4.0,4.5,1.2.67152,4+,Games,38,5,1,1
2785,776865453,Motorsport Manager,714420224,USD,1.99,2394,1821,4.5,4.5,1.1.5,9+,Games,38,5,6,1
2804,783636913,First Strike 1.3,149073920,USD,3.99,1016,3,4.0,4.5,1.3.1.1,12+,Games,38,5,1,1
2806,783960953,Shadow Blade,606646272,USD,1.99,503,37,4.5,4.5,1.5.2,12+,Games,43,5,1,1
2815,785904635,Farming USA,92385280,USD,1.99,987,35,4.5,4.0,1.7,4+,Games,38,1,1,1
2818,787141016,Patrick Kane's MVP Hockey,162003968,USD,3.99,849,113,4.5,4.5,1.4.0,4+,Games,38,5,1,1
2820,789356890,AG Drive,541367296,USD,3.99,1218,93,4.0,3.5,1.8.2,4+,Games,37,5,1,1
2825,791134629,"Warhammer 40,000: Deathwatch - Tyranid Invasion",1676402688,USD,1.99,2917,2550,4.5,4.5,1.3,12+,Games,37,4,1,1
2845,794884903,Jumpy Horse Show Jumping,1122046976,USD,2.99,746,39,4.0,4.5,1.9,4+,Games,37,2,1,1
2847,794960248,Tengami,259990528,USD,3.99,703,31,4.0,4.5,1.4.1,4+,Games,37,5,14,1
2861,797809194,TMNT: Brothers Unite,270014464,USD,2.99,449,0,4.0,0.0,1.0.3,9+,Games,40,5,1,1
2865,799471892,Out There: Ω Edition,164665344,USD,3.99,1895,32,4.5,4.0,2.5,4+,Games,40,5,7,1
2881,805839157,Lastronaut,25448448,USD,0.0,1576,235,4.5,4.5,1.1.3,9+,Games,38,0,1,1
2890,807411101,"Baby Food Fair - Make, Eat, Play - Have Fun!",83722240,USD,0.0,520,51,3.5,4.0,1.8,4+,Games,40,5,12,1
2894,808296431,Crashlands,117937152,USD,4.99,1721,32,4.5,5.0,1.2.14,9+,Games,37,5,1,1
2902,811397653,You Must Build A Boat,98627584,USD,2.99,444,194,4.0,4.0,1.2.1769,4+,Games,40,5,1,1
2903,813330182,Autumn Dynasty Warlords,240103424,USD,6.99,572,222,4.5,4.5,2.11,9+,Games,40,5,1,1
2931,822701037,Sometimes You Die,27910144,USD,1.99,428,88,4.0,4.5,1.31,12+,Games,40,3,2,1
2937,823869162,SimplePlanes,338566144,USD,4.99,2767,539,4.5,5.0,1.5.3,4+,Games,40,5,1,1
2941,824305459,Papa's Freezeria To Go!,53638144,USD,0.99,885,28,4.5,4.0,1.1.2,4+,Games,37,0,1,1
2969,833517462,Just Dance Now,67874816,USD,0.0,2535,181,3.5,3.5,1.6.6,4+,Games,38,5,14,1
2972,833958016,LongStory: Choose your own dating game,70488064,USD,0.0,1467,70,4.0,3.5,7.2.0,12+,Games,43,5,1,1
2973,834246564,Hairy Face Salon - Messy Shave Makeover,78550016,USD,0.0,416,4,2.5,3.0,1.7,4+,Games,38,4,11,1
2975,834315918,Space Marshals,443423744,USD,3.99,3515,87,4.5,4.5,1.3.3,12+,Games,38,5,9,1
2978,834715612,Forgotten Memories: Alternate Realities,1361486848,USD,5.99,669,222,4.0,4.5,1.0.6,12+,Games,38,5,1,1
2982,834993441,Spellspire,68319232,USD,0.0,2939,513,4.5,4.5,1.1.4,9+,Games,38,5,1,1
2992,838455884,Sumotori Dreams,6471680,USD,0.99,1036,150,4.0,4.0,1.3,4+,Games,38,4,1,1
2997,839301889,Jupiter Jump,16756736,USD,0.0,2890,862,4.5,4.5,1.2,4+,Games,40,5,31,1
3001,840146800,Ninja UP!,37830656,USD,0.0,1233,366,4.0,4.5,1.1.0,4+,Games,39,4,2,1
3003,840469989,Skullduggery!,149618688,USD,2.99,409,132,4.5,5.0,1.3,9+,Games,40,5,1,1
3004,840811083,Rules!,56890368,USD,2.99,835,17,4.5,4.5,4.0.4,4+,Games,38,5,4,1
3025,846073598,WordNerd - The picture puzzle game for word nerds,161055744,USD,0.0,414,36,4.5,3.5,1.74,4+,Games,38,5,1,1
3037,848515450,ALONE...,50423808,USD,0.99,465,3,4.5,5.0,1.0.10,4+,Games,37,5,1,1
3040,849095637,Thomas Was Alone,228364288,USD,4.99,1226,1022,5.0,5.0,2.0,9+,Games,38,5,1,1
3044,849796318,Kiwanuka,49516544,USD,0.99,1025,313,4.5,4.5,1.2,4+,Games,43,5,1,1
3047,850863885,Ambition: Strategy War Game,54139904,USD,3.99,360,27,3.5,3.5,2.7,9+,Games,37,5,1,1
3062,853706620,Botanicula,660328448,USD,4.99,959,99,4.5,4.5,1.1.3,9+,Games,37,5,16,1
3067,854245283,Cooking Academy 2: World Cuisine (Full),133746688,USD,2.99,988,530,4.5,4.5,1.0.4,4+,Games,40,5,0,1
3073,857555369,Wayward Souls,47943680,USD,6.99,2061,108,4.5,4.5,1.34,9+,Games,43,5,1,1
3088,860620713,Table Tennis Touch,318714880,USD,2.99,1701,120,4.5,5.0,2.2.1230,4+,Games,37,5,12,1
3101,863960527,Mucho Party,87665664,USD,0.0,307,30,4.5,4.5,1.4.44,4+,Games,38,5,12,1
3123,868759616,Rocket Cars,154898432,USD,0.0,1404,549,4.0,4.5,1.1.2,4+,Games,38,5,12,1
3125,868897264,Pink Pong,17800192,USD,0.0,504,0,3.5,0.0,2.5,4+,Games,37,3,1,1
3129,869329921,WorldCraft : 3D Build & Craft,185914368,USD,0.99,468,50,4.0,4.0,2.4.7,4+,Games,43,5,1,1
3134,870322730,Implosion - Never Lose Hope,2610579456,USD,9.99,1644,469,4.5,4.5,1.2.4,12+,Games,35,5,1,1
3139,871197819,FOTONICA,263354368,USD,2.99,352,13,4.5,4.5,1.1.9,4+,Games,40,5,10,1
3141,871235562,Tomb Raider II,310942720,USD,0.99,330,31,4.0,4.0,1.0.3,12+,Games,38,4,7,1
3142,871458763,Stay In The Line Pro,6758400,USD,0.99,474,107,4.0,4.5,1.0.3,4+,Games,40,0,1,1
3146,872424895,Torque Burnout,672060416,USD,0.0,2531,83,4.0,4.5,1.9.1,4+,Games,37,5,12,1
3154,874845056,"Skater - Skate Legendary Spots, Perfect Board Feel",398277632,USD,4.99,2040,137,4.0,3.5,1.6.5,4+,Games,37,5,1,1
3163,875273243,Lumo Deliveries,230297600,USD,0.0,679,17,3.0,3.5,1.5.0,4+,Games,37,4,1,1
3198,881270303,XCOM®: Enemy Within,3508826112,USD,9.99,2855,2515,4.0,4.0,1.1.0,17+,Games,38,5,9,1
3204,882059071,SLOTS: TRUMP vs. HILLARY CLINTON Free Slot Games,168546304,USD,0.0,834,107,5.0,5.0,1.130,12+,Games,43,5,10,1
3208,882453590,Reckless Racing 3,784058368,USD,2.99,299,39,4.0,4.0,1.1.7,17+,Games,38,5,10,1
3213,882687823,Heroes® of Might & Magic® III – HD Edition,1859333120,USD,9.99,800,203,3.5,4.0,1.2.0,12+,Games,24,5,8,1
3222,883997728,Monty Python's The Ministry of Silly Walks,421027840,USD,1.99,356,145,4.0,4.5,1.2.7,4+,Games,38,2,1,1
3234,885792725,THE KING OF FIGHTERS '98,131387392,USD,2.99,401,401,4.5,4.5,1.0,12+,Games,38,5,2,1
3242,886565180,FRAMED,357446656,USD,3.99,971,0,4.5,0.0,1.2,12+,Games,38,5,12,1
3244,886666245,MultiCraft -- Survival Craft Build Sandbox Game,65483776,USD,0.0,1102,58,3.5,4.0,2.032,4+,Games,37,5,11,1
3252,887649233,Broken Age ™,2890245120,USD,4.99,1641,864,4.5,4.5,2.3.10,9+,Games,39,5,6,1
3259,888382460,College Lacrosse 2014,128839680,USD,3.99,432,0,4.0,0.0,1.2,4+,Games,38,4,1,1
3263,888615473,LINE PokoPoko,287759360,USD,0.0,631,1,4.5,5.0,1.4.5,4+,Games,38,0,3,1
3267,888988372,Offroad Legends 2,83378176,USD,0.99,1108,748,4.5,4.5,1.2.0,4+,Games,39,5,26,1
3270,890343394,Jurassic Life: Tyrannosaurus Rex Dinosaur Simulator,95854592,USD,0.99,842,800,4.5,4.5,1.1,9+,Games,43,5,1,1
3276,890479211,Bio Inc. Platinum - Biomedical Plague,104038400,USD,2.99,573,6,4.5,4.5,2.62,12+,Games,40,5,7,1
3283,891194610,Earn to Die 2,102755328,USD,1.99,3072,82,4.5,4.5,1.3,12+,Games,39,5,14,1
3290,891528055,MTN,252547072,USD,0.99,466,97,3.0,3.0,1.2,4+,Games,40,4,1,1
3304,892812659,80 Days,197683200,USD,4.99,1732,81,4.5,4.5,1.25,12+,Games,39,5,1,1
3305,892955084,Mafia Mystery,24090624,USD,0.0,465,24,4.0,4.5,2.1.2,4+,Games,37,3,1,1
3309,893141226,Pumped BMX 2,98525184,USD,2.99,1440,1440,5.0,5.0,1.0,4+,Games,38,5,1,1
3310,893194736,Kitty Powers' Matchmaker,198530048,USD,2.99,2552,171,4.5,5.0,1.29.1,12+,Games,37,5,1,1
3313,893448956,Tiny Guardians,457842688,USD,3.99,1246,221,4.5,4.5,1.1.1,9+,Games,40,5,1,1
3315,893677228,Plants vs. Zombies FREE HD,175163392,USD,0.0,3185,193,4.5,4.5,1.19,9+,Games,24,5,5,1
3318,893938765,Dentist Mania: Doctor X Crazy Clinic,95283200,USD,0.0,349,59,3.5,4.0,1.7,4+,Games,38,5,11,1
3320,894022200,The Guides,45310976,USD,2.99,397,232,4.5,5.0,1.3,4+,Games,40,5,1,1
3322,894342370,Plantera - Idle Farm Clicker,98745344,USD,0.0,802,115,4.5,5.0,1.4,4+,Games,38,5,12,1
3324,894918913,Wildlife Simulator: Wolf,97669120,USD,0.99,1030,911,4.5,4.5,2.0,9+,Games,43,5,1,1
3331,895670960,阴阳师-全区互通现世集结,1040563200,USD,0.0,3478,68,4.5,3.0,1.0.20,9+,Games,37,5,1,1
3335,895761422,LINE Bubble 2,119820288,USD,0.0,436,3,4.5,4.5,1.13.1,4+,Games,38,5,5,1
3336,895875773,Halo: Spartan Assault,716275712,USD,2.99,920,582,3.5,3.0,1.1.1,12+,Games,37,5,0,1
3337,895913573,Papa's Wingeria HD,51105792,USD,2.99,407,75,4.5,4.5,1.0.4,4+,Games,24,5,1,1
3347,897154382,Baby Airlines - Airport Adventures,106456064,USD,0.0,321,11,3.5,3.5,2.5,4+,Games,38,5,11,1
3352,897544254,Seashine,250017792,USD,0.0,2043,33,4.5,5.0,1.2.0,9+,Games,38,5,11,1
3359,898611505,Fox Simulator,79949824,USD,1.99,503,503,3.5,3.5,1.0,9+,Games,43,5,1,1
3370,899515785,Snowball Fight : Mini Game With Worldwide Multiplayer,93380608,USD,0.99,404,86,4.0,4.0,1.5,9+,Games,43,5,1,1
3372,899593829,Eagle Simulator,84611072,USD,0.99,1170,1170,4.0,4.0,1.0,9+,Games,43,5,1,1
3373,899606169,Bullet Boy,156652544,USD,0.0,1697,195,4.5,4.5,1.1.2,4+,Games,38,5,1,1
3378,900404152,Extreme Landings Pro,966167552,USD,29.99,647,44,4.5,4.5,3.4.0,4+,Games,38,5,8,1
3387,901787752,Knights of Pen & Paper 2,441925632,USD,0.0,790,37,4.0,3.0,2.5.59,12+,Games,37,5,1,1
3388,901999406,The LEGO® Movie Video Game,1177923584,USD,4.99,484,368,4.0,4.0,1.5,4+,Games,38,5,1,1
3390,902062673,Desert Golfing,1259520,USD,1.99,1362,209,4.5,4.5,1.12,4+,Games,40,4,1,1
3395,903033050,Safari Simulator: Lion,88043520,USD,1.99,391,391,4.0,4.0,1.0,9+,Games,43,5,1,1
3398,903418970,My Newborn Baby - Mommy & Baby Care,102180864,USD,0.0,570,10,3.5,4.0,1.8,4+,Games,38,5,11,1
3401,903954182,Prop Hunt,158244864,USD,0.0,1728,878,4.0,4.0,1.025b,9+,Games,43,5,1,1
3402,904013027,Galaxy Trucker,187704320,USD,4.99,901,12,5.0,5.0,2.2.13,9+,Games,24,5,1,1
3405,904207373,Lines the Game,32642048,USD,2.99,563,39,4.5,4.5,1.0.3,4+,Games,43,5,1,1
3408,904239552,Hero Simulator: clicker game and idle adventure,44328960,USD,0.0,1182,57,4.0,4.0,1.7.4,4+,Games,37,5,1,1
3411,904481505,Wildlife Simulator: Shark,79527936,USD,1.99,369,369,3.5,3.5,1.0,9+,Games,43,5,1,1
3418,905121703,Sir Match-a-Lot – Match 3 Puzzle Game,125194240,USD,0.0,1546,116,4.5,4.5,1.15.0,9+,Games,37,5,10,1
3419,905488045,Goblin Sword,34040832,USD,1.99,1983,306,4.5,4.5,2.5.2,9+,Games,40,5,4,1
3420,905729701,Jurassic Life: Velociraptor Dinosaur Simulator,92622848,USD,0.99,450,401,4.5,4.5,1.1,9+,Games,43,5,1,1
3427,906287108,Monster Strike,122131456,USD,0.0,1381,32,3.5,4.0,8.2.3,4+,Games,37,5,3,1
3446,907407546,MLB Manager 2016,180300800,USD,4.99,284,160,4.0,4.0,6.1.23,12+,Games,37,5,1,1
3450,908073488,The Ensign,15657984,USD,0.99,968,177,4.5,4.5,1.55,12+,Games,38,1,1,1
3454,908511009,Wildlife Simulator: Crocodile,86482944,USD,1.99,333,333,4.5,4.5,1.0,9+,Games,43,5,1,1
3461,909170492,Digimon Heroes!,176620544,USD,0.0,3144,65,4.5,4.5,1.0.45,9+,Games,38,5,1,1
3462,909195466,Last Voyage,318521344,USD,1.99,805,163,4.0,4.5,2.0.1,4+,Games,38,5,1,1
3466,909349642,WWE 2K,1254719488,USD,7.99,1810,1112,4.0,4.0,1.1,12+,Games,38,5,7,1
3476,909911026,Maps Pro For Minecraft PE,7331840,USD,2.99,768,696,2.5,2.5,1.21,4+,Games,40,5,1,1
3479,910208432,Boom Boom Football,173314048,USD,0.0,2048,878,4.0,4.0,1.2,9+,Games,38,5,1,1
3484,910738761,The Maze Runner ™,261382144,USD,0.0,3370,636,4.0,4.5,1.8.3,12+,Games,43,5,1,1
3486,911006986,Banner Saga,2030561280,USD,9.99,1276,19,4.5,4.0,1.06,12+,Games,37,5,7,1
3492,911201894,DRAGON QUEST,27130880,USD,2.99,419,16,4.5,5.0,1.0.4,9+,Games,40,5,3,1
3498,911781335,Heroes and Castles 2,766031872,USD,1.99,2027,172,4.5,4.5,1.3.6,12+,Games,38,5,1,1
3503,912320999,Tiny Archers,167745536,USD,0.0,568,13,4.0,3.5,1.7.0,12+,Games,38,5,1,1
3516,913545185,Just Dance Controller,183842816,USD,0.0,440,33,2.5,2.5,3.2.5,4+,Games,38,0,15,1
3530,914673497,World of Dragons: Dragon Simulator,111820800,USD,0.99,1138,1138,4.5,4.5,1.0,9+,Games,43,5,1,1
3532,914865605,Run Sackboy! Run!,271454208,USD,0.0,2027,359,4.0,4.0,01.19,4+,Games,40,5,1,1
3533,914893190,"RAMBOAT - Game of Shoot and Dash, Run and Jump !",64588800,USD,0.0,1114,0,4.5,0.0,2.7.7,17+,Games,37,5,1,1
3534,915071248,Dolphin Simulator,104689664,USD,0.99,388,388,4.0,4.0,1.0,9+,Games,43,5,1,1
3535,915074326,Snake Simulator,71372800,USD,0.99,859,812,4.5,4.5,1.1,9+,Games,43,5,1,1
3536,915083784,Orca Simulator,147263488,USD,0.99,397,397,4.5,4.5,1.0,9+,Games,40,5,1,1
3554,916728593,Stormfall: Rise of Balur,158947328,USD,0.0,3340,21,4.5,5.0,1.85.1,9+,Games,38,5,8,1
3561,917463360,Geometry Wars 3: Dimensions Evolved,120050688,USD,9.99,1122,280,4.5,4.5,2.0.3,4+,Games,37,5,5,1
3579,918902604,DUAL!,19860480,USD,0.0,2140,425,4.5,4.5,1.2.34,4+,Games,43,5,1,1
3582,919010633,Cartoon Wars 3,123680768,USD,0.0,979,27,4.0,4.5,150,12+,Games,40,5,3,1
3583,919045939,Javelin Masters 2,60551168,USD,0.0,2909,305,4.5,4.5,1.4.2,4+,Games,40,5,11,1
3587,919132359,"Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels",90406912,USD,0.0,288,176,4.0,4.0,2.0,9+,Games,38,4,12,1
3589,919395844,The Survivor: Rusty Forest,342490112,USD,0.99,1746,215,3.5,3.5,1.2.4,17+,Games,43,5,1,1
3595,920054061,Tiny Miners,175606784,USD,0.0,2317,97,4.5,4.5,2.7,4+,Games,37,5,10,1
3605,921852522,Bean Dreams,71748608,USD,0.99,1382,108,4.5,4.5,4.0,9+,Games,37,5,13,1
3611,922199867,Wild Horse Simulator,78684160,USD,0.99,961,961,4.0,4.0,1.0,9+,Games,43,5,1,1
3612,922281347,Cheetah Simulator,106536960,USD,0.99,976,940,4.5,4.5,1.1,9+,Games,43,5,1,1
3616,922380267,Space Age: A Cosmic Adventure,85868544,USD,1.99,412,50,4.0,4.0,1.1.5,9+,Games,40,5,1,1
3626,923555295,Oddworld: Stranger's Wrath,1190330368,USD,2.99,713,252,4.5,4.5,1.0.4,12+,Games,38,5,10,1
3628,923772792,Sentinels of the Multiverse,913693696,USD,6.99,505,26,4.5,4.5,2.4,12+,Games,37,5,1,1
3635,923947429,Monster & Commander,281846784,USD,0.0,1723,515,4.5,4.5,1.4.5,9+,Games,38,5,33,1
3668,927117171,Football Heroes PRO 2016,141340672,USD,0.0,3018,665,4.0,4.0,1.10,9+,Games,40,3,1,1
3682,929302239,Jump on piano stack,18375680,USD,0.0,1750,177,4.0,4.0,1.8,4+,Games,40,5,27,1
3690,930350602,PES CLUB MANAGER,1257910272,USD,0.0,3216,9,4.5,4.5,1.5.2,4+,Games,37,5,15,1
3697,930868205,Haunt the House: Terrortown,192302080,USD,1.99,1698,151,4.5,4.5,1.4.5,9+,Games,38,5,1,1
3707,932228293,Train Conductor World,158641152,USD,0.0,1238,6,4.5,5.0,1.11.2,4+,Games,37,5,7,1
3709,932248553,Piloteer,276369408,USD,2.99,1059,23,3.5,4.0,1.36,9+,Games,38,5,1,1
3712,932315244,Stickman Ice Hockey,51140608,USD,0.0,676,390,4.0,4.0,1.4,4+,Games,40,5,1,1
3714,932389062,Give It Up!,137146368,USD,0.99,2560,1,4.0,5.0,1.9.3,4+,Games,37,5,6,1
3733,933236570,The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case,278077440,USD,3.99,2570,1251,4.0,4.5,1.5.2,12+,Games,38,5,1,1
3737,933471941,Griffin Simulator,105254912,USD,0.99,417,417,4.0,4.0,1.0,9+,Games,43,5,1,1
3745,934484238,Adventure Time Game Wizard - Draw Your Own Adventure Time Games,1218220032,USD,4.99,848,203,4.0,4.0,1.2,9+,Games,37,5,11,1
3751,935216956,"Papers, Please",51179520,USD,7.99,970,89,5.0,5.0,1.0.12,17+,Games,24,5,8,1
3758,935566920,Polar Bear Simulator,116490240,USD,0.99,293,293,4.5,4.5,1.0,9+,Games,43,5,1,1
3770,937166097,The Survival Games 2 : Mini Game With Worldwide Multiplayer,248512512,USD,0.99,514,84,3.5,4.0,1.6,12+,Games,43,5,1,1
3774,937261650,Christmas Sweeper 2,74791936,USD,0.0,1200,32,4.5,4.5,1.8.8,4+,Games,38,4,1,1
3785,937988895,Feed’em Burger,54180864,USD,0.0,1865,31,4.5,4.0,2.2.1,4+,Games,37,5,1,1
3802,939529493,Defenders 2: Tower Defense battle of the frontiers,680251392,USD,0.0,818,89,4.0,4.0,1.5.5,12+,Games,38,5,11,1
3804,940006911,Agent A: A puzzle in disguise,239047680,USD,2.99,1390,202,4.5,5.0,3.0.2,9+,Games,37,5,11,1
3807,940202798,Dirt Trackin,341243904,USD,2.99,1049,9,4.5,4.0,4.0.02,4+,Games,38,1,1,1
3809,940249281,Halo: Spartan Strike,802975744,USD,2.99,1159,660,4.0,3.5,1.1,12+,Games,37,5,0,1
3823,941057494,Love You To Bits,370935808,USD,3.99,2833,611,5.0,5.0,1.3.0,9+,Games,38,5,11,1
3824,941087958,Bike Unchained,545665024,USD,0.0,629,193,4.0,4.5,1.15,4+,Games,37,5,1,1
3837,942003779,Sneaky Sneaky,491360256,USD,2.99,300,32,4.5,4.0,1.0.2,9+,Games,38,5,1,1
3847,942990867,My Om Nom,211459072,USD,4.99,2074,32,4.5,4.5,1.1.8,4+,Games,40,5,11,1
3858,943837049,Around The World in 80 Days - Hidden Object Games,97043456,USD,1.99,513,28,4.5,4.0,3.0,4+,Games,38,5,11,1
3865,944393180,The Sandbox Evolution - Craft a 2D Pixel Universe,171243520,USD,0.0,3220,35,4.5,4.5,1.3.0,4+,Games,37,5,3,1
3870,944808246,Snow Leopard Simulator,106881024,USD,0.99,837,837,4.5,4.5,1.0,9+,Games,43,5,1,1
3871,944808252,Stray Dog Simulator,127668224,USD,0.99,2781,2499,4.0,4.0,1.1,9+,Games,43,5,1,1
3872,944985743,Evel Knievel,320951296,USD,0.0,313,34,4.5,4.0,1.0.10,4+,Games,38,5,1,1
3874,945177811,Hyena Simulator,156360704,USD,0.99,327,327,4.5,4.5,1.0,9+,Games,40,5,1,1
3891,946434924,Aerofly FS 2 Flight Simulator,2634030080,USD,2.99,863,211,3.5,3.5,2.4.7,4+,Games,37,5,1,1
3892,946477821,Evoland,72448000,USD,4.99,424,20,4.0,4.5,1.3.1,9+,Games,40,5,8,1
3898,946903436,I am Bread,1084654592,USD,4.99,1394,439,3.5,4.0,1.5,4+,Games,37,4,8,1
3918,948561621,City Police Car Driver Simulator – Drive Cops Auto,212642816,USD,0.0,1238,36,4.0,4.0,4.1,17+,Games,37,5,1,1
3922,948715059,Venture Kid,27722752,USD,0.99,1333,372,4.5,4.5,1.1,9+,Games,38,5,1,1
3925,948805709,SpongeBob: Sponge on the Run,171291648,USD,3.99,481,2,4.0,2.5,1.2.1,4+,Games,38,5,1,1
3926,948857526,Transistor,2414573568,USD,4.99,1250,141,4.5,4.5,1.6,12+,Games,33,5,1,1
3931,949255899,Earn to Die 2 Lite,70754304,USD,0.0,1147,1147,4.5,4.5,1.0.8,12+,Games,39,5,1,1
3932,949281035,You Stupid,24551424,USD,0.0,2018,106,4.0,3.0,1.4,4+,Games,38,3,1,1
3934,949498190,iSlash Heroes,150040576,USD,0.0,1170,0,4.0,0.0,1.5.2,4+,Games,38,5,1,1
3940,949870726,Gear.Club - True Racing,2386132992,USD,0.0,2793,71,4.5,4.5,1.12.1,4+,Games,37,5,6,1
3943,950130103,Panther Simulator,138006528,USD,0.99,476,476,4.0,4.0,1.0,9+,Games,40,5,1,1
3954,950574221,Deck Heroes: Legacy,112683008,USD,0.0,494,0,4.0,0.0,10.8.0,17+,Games,40,5,1,1
3965,950955524,Card Crawl,147526656,USD,2.99,1461,79,4.5,5.0,2.2.8,12+,Games,37,5,1,1
3990,952555810,Ski Safari 2,223045632,USD,0.99,919,12,4.5,5.0,1.5.1,4+,Games,37,4,8,1
3995,952658839,Oil Hunt,243789824,USD,0.0,403,66,3.5,3.5,4.1.0,4+,Games,37,5,1,1
3996,952658953,Her Story,1881128960,USD,2.99,346,346,4.0,4.0,1.1,17+,Games,38,4,1,1
4001,952929696,Furdemption - A Quest For Wings,38349824,USD,2.99,703,39,5.0,5.0,1.3.5,12+,Games,38,4,11,1
4011,953831664,1+2=3,21727232,USD,0.0,2816,37,4.0,3.5,9.13.0,4+,Games,37,4,1,1
4012,953876014,Sabertooth Tiger Simulator,122327040,USD,0.99,323,323,4.5,4.5,1.0,9+,Games,43,5,1,1
4014,953923489,Play Basketball Hoops 2017 - Real slam dunks game,175461376,USD,0.0,751,16,3.0,4.0,5.0,4+,Games,40,5,1,1
4015,953936584,Tower Knights!,310361088,USD,0.0,334,24,4.0,4.5,1.4.0,4+,Games,37,5,11,1
4019,953969225,Snow Roll,36985856,USD,0.0,1533,17,4.0,4.0,1.1.11,4+,Games,38,5,11,1
4032,955170175,Zig Zag Boom,113618944,USD,0.0,3242,765,4.5,4.5,1.3.2,4+,Games,40,5,1,1
4037,955290679,Domino Drop,43565056,USD,1.99,2272,2150,4.5,4.5,1.0.1,4+,Games,40,5,13,1
4038,955298998,Pursuit of Light,33284096,USD,0.99,2114,178,4.5,4.5,1.1.2,4+,Games,38,5,6,1
4054,956794130,"""HOOK""",76611584,USD,0.99,959,150,5.0,5.0,1.04,4+,Games,40,5,1,1
4056,957124541,Tsuro - The Game of the Path,104660992,USD,2.99,539,166,4.5,4.5,1.3,4+,Games,38,4,5,1
4058,957255155,Disney Magical Dice,270143488,USD,0.0,947,172,4.0,4.5,1.1.0,4+,Games,38,5,15,1
4060,957302048,Battle Supremacy: Evolution,1114858496,USD,4.99,308,117,3.5,3.5,1.1.0,9+,Games,37,5,1,1
4061,957316969,Psych,38133760,USD,0.0,635,136,4.0,4.5,1.02,4+,Games,40,4,1,1
4071,958455860,CHAOS RINGS Ⅲ,1731159040,USD,19.99,627,47,4.0,5.0,1.1.1,12+,Games,40,5,2,1
4083,959304067,Falcon Simulator,170082304,USD,0.99,482,482,4.5,4.5,1.0,9+,Games,40,5,1,1
4094,959515619,Star Trek ® - Wrath of Gems,319692800,USD,0.0,2636,11,4.0,4.0,2.5.4,9+,Games,37,5,11,1
4104,960161732,Skiing Yeti Mountain,73926656,USD,0.0,2830,1201,5.0,5.0,1.1.1,9+,Games,38,5,1,1
4105,960251959,Lara Croft: Relic Run,240062464,USD,0.0,3366,476,4.0,4.5,1.10.0,9+,Games,40,5,1,1
4107,960506557,Gun Fu: Stickman 2,110213120,USD,0.0,1664,49,4.5,4.5,1.16.1,12+,Games,38,4,31,1
4109,960708632,Riddle Stones - Cross Numbers,115761152,USD,0.0,707,111,4.0,3.5,4.3.0,4+,Games,43,5,7,1
4111,960744514,The Mesh,102760448,USD,1.99,714,679,4.5,4.5,1.2.1,4+,Games,37,4,8,1
