,order_id,customer_id,customer_city,customer_state,product_category_name_english,product_id
32811,05fcd933547be81890bc4d62357fdf3f,a38a9ffb610562b589318c8b263e0d5b,sao paulo,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32812,05fcd933547be81890bc4d62357fdf3f,a38a9ffb610562b589318c8b263e0d5b,sao paulo,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32813,05fcd933547be81890bc4d62357fdf3f,a38a9ffb610562b589318c8b263e0d5b,sao paulo,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32814,05fcd933547be81890bc4d62357fdf3f,a38a9ffb610562b589318c8b263e0d5b,sao paulo,SP,computers_accessories,2d00c3b37b984686777190e2e6e0a7b6
32815,2262f6e2778c369031168e981215c70d,51d99428b23627a102c5866cf00b7813,niteroi,RJ,computers_accessories,83c3d4602324544954d73486c1a47455
32816,2bdb4d9144e83d80bd260aedc3932c2b,7d6183cbd401ec9c46de24fa02a1a48b,piracicaba,SP,computers_accessories,59bad18214d8473f32faead52fe7fd4b
32817,73f38e238737fb52c78ba2002c2e9213,5bf0634b796a9bb7714dd6c7baedf611,fortaleza,CE,computers_accessories,30ad9d2c8a8e788a606a6c23e07260a9
32818,85d1f27ce2b79aafb89810ff41fc3e72,051df23b0ca41d5daa47268b5b96a450,ituiutaba,MG,computers_accessories,30ad9d2c8a8e788a606a6c23e07260a9
32819,9808a7f5f5446817c3ebf7a804111d53,b2e5428802f42f9f27ef4b4bdf20524e,sao paulo,SP,computers_accessories,b9775d8418a0f0dd37b53431e90572a5
32820,a60cfae2bca27cb006f446f1f04cb730,faa9d2f851f2d1d8bbce6c4df3a9a5f9,carapicuiba,SP,computers_accessories,6e79f7513adfd9ac67faa19f0d4ace53
32821,db97652cf517d2cd03db63dec489ca62,a02f66c3af7b16eec19ddcd98b645fe3,salto,SP,computers_accessories,6e79f7513adfd9ac67faa19f0d4ace53
32822,c6a7876557e3e3e31f229852dfa4f5c3,7211f6a374836aa064addb1e52aa5500,niteroi,RJ,computers_accessories,d1c427060a0f73f6b889a5c7c61f2ac4
32823,688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,juiz de fora,MG,computers_accessories,d1c427060a0f73f6b889a5c7c61f2ac4
32824,68986e4324f6a21481df4e6e89abcf01,86cc80fef09f7f39df4b0dbce48e81cb,itaqui,RS,computers_accessories,d1c427060a0f73f6b889a5c7c61f2ac4
