,product_id,product_category_name_english,price,product_length_cm,product_height_cm,product_width_cm,order_id,rev,size,totsize
0,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,69.9,50.0,10.0,30.0,404,28239.600000000002,15000.0,6060000.0
1,99a4788cb24856965c36a24e339b6058,bed_bath_table,89.9,50.0,10.0,40.0,351,31554.9,20000.0,7020000.0
2,3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,149.9,22.0,11.0,20.0,273,40922.700000000004,4840.0,1321320.0
3,2b4609f8948be18874494203496bc318,health_beauty,89.99,22.0,10.0,18.0,190,17098.1,3960.0,752400.0
4,154e7e31ebfa092203795c972e5804a6,health_beauty,23.99,20.0,15.0,15.0,177,4246.23,4500.0,796500.0
5,7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,58.99,22.0,10.0,18.0,157,9261.43,3960.0,621720.0
6,422879e10f46682990de24d770e7f83d,garden_tools,59.9,30.0,22.0,30.0,157,9404.3,19800.0,3108600.0
7,a92930c327948861c015c919a0bcb4a8,watches_gifts,78.0,16.0,2.0,20.0,155,12090.0,640.0,99200.0
8,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,49.0,16.0,2.0,11.0,140,6860.0,352.0,49280.0
9,389d119b48cf3043d311335e499d9c6b,garden_tools,59.9,37.0,22.0,40.0,138,8266.199999999999,32560.0,4493280.0
10,e0cf79767c5b016251fe139915c59a26,health_beauty,29.9,16.0,5.0,15.0,137,4096.3,1200.0,164400.0
11,422879e10f46682990de24d770e7f83d,garden_tools,53.9,30.0,22.0,30.0,130,7007.0,19800.0,2574000.0
12,53759a2ecddad2bb87a079a1f1519f73,garden_tools,59.9,30.0,22.0,30.0,129,7727.099999999999,19800.0,2554200.0
13,368c6c730842d78016ad823897a372db,garden_tools,49.9,30.0,22.0,30.0,128,6387.2,19800.0,2534400.0
14,4c2394abfbac7ff59ec7a420918562fa,health_beauty,84.99,33.0,19.0,13.0,123,10453.769999999999,8151.0,1002573.0
15,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,99.9,16.0,11.0,13.0,120,11988.0,2288.0,274560.0
16,a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,105.0,53.0,8.0,18.0,119,12495.0,7632.0,908208.0
17,06edb72f1e0c64b14c5b79353f7abea3,bed_bath_table,39.99,25.0,8.0,19.0,118,4718.820000000001,3800.0,448400.0
18,6cdd53843498f92890544667809f1595,health_beauty,349.9,25.0,12.0,38.0,118,41288.2,11400.0,1345200.0
19,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,75.0,50.0,10.0,30.0,116,8700.0,15000.0,1740000.0
20,c6dd917a0be2a704582055949915ab32,cool_stuff,99.99,42.0,25.0,15.0,112,11198.88,15750.0,1764000.0
21,2028bf1b01cafb2d2b1901fca4083222,perfumery,56.99,20.0,8.0,21.0,111,6325.89,3360.0,372960.0
22,89321f94e35fc6d7903d36f74e351d40,food,27.9,17.0,13.0,13.0,110,3069.0,2873.0,316030.0
23,368c6c730842d78016ad823897a372db,garden_tools,59.9,30.0,22.0,30.0,108,6469.2,19800.0,2138400.0
24,19c91ef95d509ea33eda93495c4d3481,health_beauty,122.99,25.0,12.0,19.0,108,13282.92,5700.0,615600.0
25,a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,108.0,53.0,8.0,18.0,107,11556.0,7632.0,816624.0
26,7ce94ab189134e2d3c05f496d635419c,electronics,13.65,25.0,7.0,16.0,106,1446.9,2800.0,296800.0
27,154e7e31ebfa092203795c972e5804a6,health_beauty,19.99,20.0,15.0,15.0,104,2078.96,4500.0,468000.0
28,bb50f2e236e5eea0100680137654686c,health_beauty,330.0,34.0,4.0,22.0,102,33660.0,2992.0,305184.0
29,389d119b48cf3043d311335e499d9c6b,garden_tools,49.9,37.0,22.0,40.0,102,5089.8,32560.0,3321120.0
30,42a2c92a0979a949ca4ea89ec5c7b934,housewares,59.9,26.0,47.0,27.0,101,6049.9,32994.0,3332394.0
31,53759a2ecddad2bb87a079a1f1519f73,garden_tools,49.9,30.0,22.0,30.0,101,5039.9,19800.0,1999800.0
32,ec2d43cc59763ec91694573b31f1c29a,bed_bath_table,45.9,20.0,20.0,20.0,99,4544.099999999999,8000.0,792000.0
33,35afc973633aaeb6b877ff57b2793310,home_confort,89.9,53.0,10.0,40.0,99,8900.1,21200.0,2098800.0
34,b0961721fd839e9982420e807758a2a6,garden_tools,59.9,37.0,22.0,40.0,98,5870.2,32560.0,3190880.0
35,601a360bd2a916ecef0e88de72a6531a,cool_stuff,129.99,42.0,25.0,15.0,93,12089.070000000002,15750.0,1464750.0
36,bb50f2e236e5eea0100680137654686c,health_beauty,325.0,34.0,4.0,22.0,93,30225.0,2992.0,278256.0
37,777d2e438a1b645f3aec9bd57e92672c,bed_bath_table,69.9,45.0,15.0,35.0,92,6430.8,23625.0,2173500.0
38,29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,99.99,44.0,24.0,31.0,92,9199.08,32736.0,3011712.0
39,2136c70bbe723d338fab53da3c03e6dc,watches_gifts,29.0,16.0,2.0,11.0,89,2581.0,352.0,31328.0
40,4fcb3d9a5f4871e8362dfedbdb02b064,auto,143.8,65.0,11.0,65.0,88,12654.400000000001,46475.0,4089800.0
41,75d6b6963340c6063f7f4cfcccfe6a30,perfumery,56.99,18.0,11.0,20.0,87,4958.13,3960.0,344520.0
42,78efe838c04bbc568be034082200ac20,furniture_decor,99.9,40.0,10.0,30.0,86,8591.4,12000.0,1032000.0
43,a50acd33ba7a8da8e9db65094fa990a4,auto,117.3,67.0,10.0,67.0,84,9853.199999999999,44890.0,3770760.0
44,389d119b48cf3043d311335e499d9c6b,garden_tools,53.9,37.0,22.0,40.0,84,4527.599999999999,32560.0,2735040.0
45,b532349fe46b38fbc7bb3914c1bdae07,furniture_decor,35.0,20.0,25.0,20.0,82,2870.0,10000.0,820000.0
46,3fbc0ef745950c7932d5f2a446189725,health_beauty,66.99,19.0,12.0,13.0,81,5426.19,2964.0,240084.0
47,422879e10f46682990de24d770e7f83d,garden_tools,49.9,30.0,22.0,30.0,80,3992.0,19800.0,1584000.0
48,e7cc48a9daff5436f63d3aad9426f28b,telephony,170.0,32.0,15.0,21.0,79,13430.0,10080.0,796320.0
49,d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,119.0,20.0,20.0,20.0,79,9401.0,8000.0,632000.0
50,b532349fe46b38fbc7bb3914c1bdae07,furniture_decor,38.4,20.0,25.0,20.0,78,2995.2,10000.0,780000.0
51,42a2c92a0979a949ca4ea89ec5c7b934,housewares,58.9,26.0,47.0,27.0,78,4594.2,32994.0,2573532.0
52,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,29.5,36.0,6.0,36.0,77,2271.5,7776.0,598752.0
53,c9c6fde711572c1ad99ca12728c6af00,telephony,29.99,17.0,8.0,14.0,77,2309.23,1904.0,146608.0
54,368c6c730842d78016ad823897a372db,garden_tools,53.9,30.0,22.0,30.0,76,4096.4,19800.0,1504800.0
55,08574b074924071f4e201e151b152b4e,garden_tools,99.0,42.0,12.0,39.0,73,7227.0,19656.0,1434888.0
56,f1c7f353075ce59d8a6f3cf58f419c9c,bed_bath_table,205.0,35.0,12.0,30.0,72,14760.0,12600.0,907200.0
57,99a4788cb24856965c36a24e339b6058,bed_bath_table,86.9,50.0,10.0,40.0,70,6083.0,20000.0,1400000.0
58,d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,149.0,20.0,20.0,20.0,70,10430.0,8000.0,560000.0
59,bd6e6fce9ada76ea2db0f1912e8e478f,bed_bath_table,56.99,25.0,18.0,40.0,69,3932.31,18000.0,1242000.0
60,c4baedd846ed09b85f78a781b522f126,garden_tools,89.99,20.0,20.0,20.0,69,6209.3099999999995,8000.0,552000.0
61,53759a2ecddad2bb87a079a1f1519f73,garden_tools,53.9,30.0,22.0,30.0,68,3665.2,19800.0,1346400.0
62,cec09725da5ed01471d9a505e7389d37,sports_leisure,69.9,20.0,11.0,11.0,68,4753.200000000001,2420.0,164560.0
63,89b121bee266dcd25688a1ba72eefb61,computers_accessories,79.9,16.0,16.0,16.0,68,5433.200000000001,4096.0,278528.0
64,2b4609f8948be18874494203496bc318,health_beauty,79.99,22.0,10.0,18.0,68,5439.32,3960.0,269280.0
65,fb55982be901439613a95940feefd9ee,stationery,79.0,60.0,20.0,30.0,67,5293.0,36000.0,2412000.0
66,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,53.99,16.0,16.0,13.0,66,3563.34,3328.0,219648.0
67,617186c3d97ea56c9c683a8a3974e8c1,perfumery,84.99,21.0,12.0,20.0,65,5524.349999999999,5040.0,327600.0
68,bbaef2eadf31fe3ea6702077398be06c,perfumery,56.99,18.0,11.0,11.0,65,3704.35,2178.0,141570.0
69,d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,149.99,20.0,20.0,20.0,64,9599.36,8000.0,512000.0
70,11875b30b49585209e608f40e8082e65,sports_leisure,65.0,17.0,15.0,16.0,64,4160.0,4080.0,261120.0
71,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,19.9,16.0,12.0,12.0,64,1273.6,2304.0,147456.0
72,44a34214a57dc373dcd80f54c919d006,sports_leisure,29.5,67.0,15.0,15.0,63,1858.5,15075.0,949725.0
73,ab1f9387c0627dd24000bfbc54fdeee0,electronics,12.25,22.0,11.0,16.0,63,771.75,3872.0,243936.0
74,bee2e070c39f3dd2f6883a17a5f0da45,computers_accessories,180.0,20.0,20.0,20.0,62,11160.0,8000.0,496000.0
75,422879e10f46682990de24d770e7f83d,garden_tools,49.0,30.0,22.0,30.0,62,3038.0,19800.0,1227600.0
76,ee406bf28024d97771c4b1e8b7e8e219,cool_stuff,144.99,36.0,24.0,22.0,61,8844.390000000001,19008.0,1159488.0
77,cd48f265a63e13b762601f5f794c5fca,drinks,47.49,23.0,21.0,21.0,61,2896.8900000000003,10143.0,618723.0
78,1613b819ab5dae53aead2dbb4ebdb378,auto,27.9,17.0,10.0,15.0,59,1646.1,2550.0,150450.0
79,3354a4e684f5e7199f9407db70ccd92b,cool_stuff,89.99,42.0,25.0,15.0,58,5219.42,15750.0,913500.0
80,7e0dc102074f8285580c9777f79c90cf,garden_tools,34.9,30.0,10.0,30.0,58,2024.1999999999998,9000.0,522000.0
81,634256dbcd184b3757ffd7632c9fe52a,health_beauty,24.9,16.0,5.0,17.0,58,1444.1999999999998,1360.0,78880.0
82,e44f675b60b3a3a2453ec36421e06f0f,sports_leisure,107.0,17.0,17.0,17.0,57,6099.0,4913.0,280041.0
83,3eef0cb94ba82de806bb30ab743c7655,office_furniture,79.99,50.0,60.0,27.0,57,4559.429999999999,81000.0,4617000.0
84,f35927953ed82e19d06ad3aac2f06353,books_general_interest,115.0,20.0,20.0,20.0,57,6555.0,8000.0,456000.0
85,d3c044bd42d84a79e3b0c42662806a48,sports_leisure,25.9,16.0,16.0,11.0,57,1476.3,2816.0,160512.0
86,165f86fe8b799a708a20ee4ba125c289,cool_stuff,166.99,29.0,30.0,19.0,56,9351.44,16530.0,925680.0
87,c3ba4e8d3cb30049213b682e751e9d00,watches_gifts,95.0,16.0,2.0,20.0,56,5320.0,640.0,35840.0
88,8c5876b1c7768217964f353bc7e64393,telephony,49.0,18.0,3.0,28.0,55,2695.0,1512.0,83160.0
89,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,24.5,16.0,12.0,12.0,54,1323.0,2304.0,124416.0
90,f71f42e2381752836563b70beb542f80,computers_accessories,31.9,41.0,2.0,29.0,54,1722.6,2378.0,128412.0
91,b5e13c9a353102f79c6206ff5cb61a50,toys,89.9,40.0,25.0,20.0,54,4854.6,20000.0,1080000.0
92,928e52a9ad53a294fdcc91bcf59d1751,housewares,130.0,20.0,60.0,20.0,53,6890.0,24000.0,1272000.0
93,3fbc0ef745950c7932d5f2a446189725,health_beauty,64.99,19.0,12.0,13.0,53,3444.47,2964.0,157092.0
94,054515fd15bc1a2029f10de97ffa9120,sports_leisure,43.0,18.0,18.0,18.0,52,2236.0,5832.0,303264.0
95,5d66715cc928aadd0074f61332698593,electronics,19.9,20.0,13.0,18.0,52,1034.8,4680.0,243360.0
96,d2f5484cbffe4ca766301b21ab9246dd,computers_accessories,12.88,16.0,9.0,16.0,52,669.76,2304.0,119808.0
97,e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,74.9,17.0,10.0,13.0,52,3894.8,2210.0,114920.0
98,d63c1011f49d98b976c352955b1c4bea,health_beauty,59.99,35.0,25.0,20.0,51,3059.4900000000002,17500.0,892500.0
99,880be32f4db1d9f6e2bec38fb6ac23ab,toys,44.9,16.0,7.0,11.0,51,2289.9,1232.0,62832.0
